imdbID,Title,Plot,Genre1,Genre2,Genre3
tt0118147,When We Were Kings,"It's 1974, Muhammad Ali is 32 and thought by many to be past his prime. George Foreman is ten years younger and the Heavyweight champion of the world. Promoter Don King wants to make a name for himself and offers both fighters five million dollars apiece to fight one another, and when they accept, King has only to come up with the money. He finds a backer in Mobutu Sese Seko, the dictator of Zaire and the ""Rumble in the Jungle"" is set. A musical festival, featuring the America's top black performers, like James Brown and B.B. King, is also planned.",Documentary, Sport,
tt0108598,The Wrong Trousers,"Plasticine animation of Wallace and Gromit, inventors of all manner of useful devices. Gromit (a dog) finds himself being pushed out of his room and home by a new lodger who is actually a ruthless criminal (and a small penguin). The penguin is planning a robbery and needs to use Wallace and his mechanical remote controlled trousers to pull off the raid. However, Gromit is wise to the penguin and comes to the rescue.",Animation, Short, Comedy
tt0109781,Lesson Faust,"A very free adaptation of Marlowe's 'Doctor Faustus', Goethe's 'Faust' and various other treatments of the old legend of the man who sold his soul to the devil. Svankmajer's Faust is a nondescript man who, after being lured by a strange map into a sinister puppet theatre, finds himself immersed in an indescribably weird version of the play, blending live actors, clay model animation and giant puppets.",Animation, Comedy, Drama
tt0110521,Mina Tannenbaum,The film tells the story of two girls who are of totally different character. They know each other since their childhood and were friends until they became teenagers. But growing up and becoming adults they go different ways.,Drama,,
tt0116059,Dear God,"Tom Turner is a con man, defrauding people from their money with a variety of two-bit hustles. One night he makes the mistake of attempting to hustle some undercover cops, and finds himself in court faced with the dilemma of either going to jail or getting a real job. Choosing to stay out of jail, he gets a job at the post office working in their Dead Letter Office helping to sort Dead Letters (i.e. mail which, for whatever reason, can't be delivered). Some of the mail he recieves can't be delivered because it's addressed to God, and he accidentally answers (sending them money in the process). This starts the ball rolling as more of his co-workers get in on the idea of helping people by answering ""God"" mail.",Comedy,,
tt0115610,Bad Moon,"One man's struggle to contain the curse he hides within... and his last-ditch attempt to free himself with the love of family. But when it looks as if he is losing his battle, and endangering all he holds most dear, the family dog, Thor, is the last hope for his family's survival... and the end to his Werewolf curse.",Horror,,
tt0103850,Bob Roberts,"Documentary-style look at the fictional Senatorial campaign of Bob Roberts, an arch-conservative folk singer turned politician. This political satire includes several original songs co-written and performed by writer/director/star Tim Robbins, and cameo appearances by other stars as reporters and news anchors.",Comedy, Drama,
tt0109942,Dead Tired,"What is going on here?!? French director, Michel Blanc (as Himself), just doesn't understand why his life is suddenly falling apart. This nightmarish comedy-thriller is all about identity. What defines a famous person? Is it their public self or their private self? What is the public's legitimate claim on their fame? With the glitterati of French Cinema starring as themselves, the anonymous faces in the audience gain a glimpse into the downside of public recognition.",Comedy,,
tt0101700,Delicatessen,"The story is centered on a microcosm of a post-apocalyptic society where food is so rare it's invaluable and is used as currency. The story centers on an apartment building with a delicatessen on the ground floor. The owner of the eatery also owns the apartment building and he is in need of a new maintenance man since the original ""mysteriously"" disappeared. A former clown applies for the job and the butcher's intent is to have him work for a little while and then serve him to quirky tenants who pay the butcher in, of course, grain. The clown and butcher's daughter fall in love and she tries to foil her father's plans by contacting the ""troglodytes"", a grain eating sub-group of society who live entirely underground. The ""trogs"" are possibly the most sensible of the lot, as they see food as food and not money.",Comedy, Crime,
tt0101765,The Double Life of Veronique,"Two parallel stories about two identical women; one living in Poland, the other in France. They don't know each other, but their lives are nevertheless profoundly connected.",Drama, Fantasy, Music
tt0101811,Enchanted April,"This slow-paced gem is about the civilizing influence of Italy on beleaguered Londoners both male and female and has its own civilizing influence on the viewer. It's almost like taking a little mini-trip to Italy, a gorgeously filmed enchantment.",Drama,,
tt0102014,Hear My Song,Owner of a failing club seeks infamous Irish singer Josef Locke in order to bring business and success to his club,Comedy, Drama, Music
tt0120121,The Shooter,"The story is of a small town in the early west and of a 'shooter' of reputation that drifts into it and stands up to the controlling family that runs it. But far from a John Wayne, this ...",Western,,
tt0116209,The English Patient,"October 1944 in war torn Italy. Hana, a French-Canadian nurse working in a mobile army medical unit, feels like everything she loves in life dies on her. Because of the difficulty traveling and the dangers, especially as the landscape is still heavily booby-trapped with mines, Hana volunteers to stay behind at a church to care solely for a dying semi-amnesiac patient, who is badly burned and disfigured. She agrees to catch up to the rest of the unit after he dies. All the patient remembers is that he is English and that he is married. Their solitude is disrupted with the arrival at the church of fellow Canadian David Caravaggio, part of the Intelligence Service, who is certain that he knows the patient as a man who cooperated with the Germans. Caravaggio believes that the patient's memory is largely in tact and that he is running away from his past, in part or in its entirety. The patient does open up about his past, all surrounding his work as a cartographer in North Africa, which was interrupted by the war. He may not be running from his work as a spy for the Germans as Caravaggio believes, but rather the memory of an affair he had with married Katherine Clifton, the love of his life, and the memory of a promise not totally fulfilled. Hana may also test her theory of her fates with love and death as she embarks on a relationship of her own with Kip Singh, a Sikh from India, whose unit has camped on the now overgrown lawn of the church. Their work entails sweeping for and diffusing mines, the discovery of one such mine which had earlier saved her life.",Drama, Romance, War
tt0102426,Mediterraneo,"Greek Sea, World War II. An Italian ship leaves a handful of soldiers in a little island; their mission is to spot enemy ships and to hold the island in case of attack. The village of the island seems abandoned and there isn't a single enemy in sight, so the soldiers begin to relax a little. Things change when their ship is hit and destroyed by the enemy, and the soldiers find themselves abandoned there. Actually, the island isn't deserted and when the Greeks understand that those Italians are harmless, they came out of their hiding places in the mountains and continue their peaceful lives. Soon the soldiers discover that being left behind in a God-forgotten Greek island isn't such a bad thing, after all...",Comedy, Drama, War
tt0105107,Passion Fish,"May-Alice Culhane was a successful soap opera star, but a car accident has left her bound to a wheelchair. She returns to her now-empty family home in the bayous of Louisiana which she had eagerly left years before. She drinks heavily and vents her bitterness on the succession of nurses who are hired to take care of her and immediately quit because she is so unbearable. Chantelle is the latest of these nurses, and May-Alice is told that Chantelle is the last nurse she'll get. Chantelle for reasons of her own, is also in a position where she badly needs the job to work out. The movie focuses on how these two women become friends and help each other heal emotionally.",Drama,,
tt0105488,Strictly Ballroom,A maverick dancer risks his career by performing an unusual routine and sets out to succeed with a new partner.,Comedy, Drama, Romance
tt0101026,Tie Me Up! Tie Me Down!,"Ricky is released from a mental hospital, and knows exactly what he wants to do. He hunts down Marina, a porn film star he once had sex with, and tries to convince her to be his wife. She is a bit reluctant, so he ties her up. Will this approach endear him to her?",Comedy, Crime, Drama
tt0102370,Madonna: Truth or Dare,"From the rain of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.",Documentary, Music,
tt0100332,Paris Is Burning,"This is a documentary of 'drag nights' among New York's underclass. Queens are interviewed and observed preparing for and competing in many 'balls'. The people, the clothes, and the whole environment are outlandish.",Documentary,,
tt0106308,Army of Darkness,"Ash is transported with his car to 1,300 A.D., where he is captured by Lord Arthur and turned slave with Duke Henry the Red and a couple of his men. When Ash is thrown into a pit, he defeats two monsters and wins respect of Arthur's army and vassals. The Wiseman points Ash as The Chosen One that will retrieve the Necronomicon but Ash is only interested in returning home. When he learns that the only way to return to his time is using the Necronomicon, Ash decides to travel to the unholy land of the Deadites. The Wiseman advises that he must say the words ""Klaatu Barada Nikto"" to safely get the evil book. However, Ash forgets the last word and an army of the dead resurrects to attack Arthur fortress and recover the Necronomicon. The battle between the living and the dead is about to start and the support of Henry the Red is the only way to help Ash and Arthur to defeat the army of darkness.",Comedy, Horror,
tt0104361,A Grand Day Out,"Wallace and Gromit have run out of cheese and this provides an excellent excuse for the animated duo to take their holiday on the moon, where, as everyone knows, there is ample cheese.",Animation, Short, Adventure
tt0103130,Trust,"When high school dropout Maria Coughlin announces her pregnancy to her parents, her father drops dead on the floor. Her mother kicks her out of the house and her boyfriend dumps her, so Maria is left alone and homeless. This is when she meets Matthew Slaughter. Matthew is an educated high school graduate with a great talent for fixing electronic devices, but he can't hang on to a job because of his principled attitude towards quality. When Maria accepts Matthew's offer to help her, they begin to form a relationship with each other in which both of them begin to change.",Comedy, Drama,
tt0103873,Dead Alive,"Lionel, a Mama's boy has the unwanted honor of having to look after his overbearingly evil mother. He ends up falling in love with a local woman who believes that they're destined together. In a moment of intentional sabotage of one of their dates, his mother is bitten by a mysterious creature that ends up zombifying her. It's only a matter of time before she rises from the dead a powerful, bloodthirsty zombie. It's only a matter of time before she starts infecting residents of the town and Lionel has to stop her...and them.",Comedy, Horror,
tt0100519,Rosencrantz & Guildenstern Are Dead,"Showing events from the point of view of two minor characters from Hamlet, men who have no control over their destiny, this film examines fate and asks if we can ever really know what's going on? Are answers as important as the questions? Will Rosencrantz and Guildenstern (or Guildenstern and Rosencrantz) manage to discover the source of Hamlet's malaise as requested by the new king? Will the mysterious players who are strolling around the castle reveal the secrets they evidently know? And whose serve is it?",Comedy, Drama,
tt0100150,Miller's Crossing,"Tom Reagan (played by Gabriel Byrne) is the right-hand man, and chief adviser, to a mob boss, Leo (Albert Finney). Trouble is brewing between Leo and another mob boss, Johnny Caspar (Jon Polito), over the activities of a bookie, Bernie Bernbaum (John Turturro) and Leo and Tom are at odds on how to deal with it. Meanwhile, Tom is in a secret relationship with Leo's girlfriend, Verna (Marcia Gay Harden), who happens to be the sister of Bernie. In trying to resolve the issue, Tom is cast out from Leo's camp and ultimately finds himself stuck in the middle between several deadly, unforgiving parties.",Crime, Drama, Thriller
tt0100263,La Femme Nikita,"Convicted felon Nikita, instead of going to jail, is given a new identity and trained, stylishly, as a top secret spy/assassin.",Action, Thriller,
tt0107048,Groundhog Day,"A weather man is reluctantly sent to cover a story about a weather forecasting ""rat"" (as he calls it). This is his fourth year on the story, and he makes no effort to hide his frustration. On awaking the 'following' day he discovers that it's Groundhog Day again, and again, and again. First he uses this to his advantage, then comes the realisation that he is doomed to spend the rest of eternity in the same place, seeing the same people do the same thing EVERY day.",Comedy, Fantasy, Romance
tt0105695,Unforgiven,"Retired Old West gunslinger William Munny reluctantly takes on one last job, with the help of his old partner and a young man.",Drama, Western,
tt0100436,Pump Up the Volume,"Mark is an intelligent but shy teenager who has just moved to Arizona from the East Coast. His parents give him a short-wave radio so he can talk to his pals, but instead he sets up shop as pirate deejay Hard Harry, who becomes a hero to his peers while inspiring the wrath of the local high school principal. When one of Harry's listeners commits suicide and Harry- inspired chaos breaks out at the school, the authorities are called in to put a stop to Harry's broadcasts.",Comedy, Drama, Music
tt0101921,Fried Green Tomatoes,"Evelyn Couch is having trouble in her marriage, and no one seems to take her seriously. While in a nursing home visiting relatives, she meets Ninny Threadgoode, an outgoing old woman, who tells her the story of Idgie Threadgoode, a young woman in 1920's Alabama. Through Idgie's inspiring life, Evelyn learns to be more assertive and builds a lasting friendship of her own with Ninny.",Drama,,
tt0102536,Night on Earth,"A collection of five stories involving cab drivers in five different cities. Los Angeles - A talent agent for the movies discovers her cab driver would be perfect to cast, but the cabbie is reluctant to give up her solid cab driver's career. New York - An immigrant cab driver is continually lost in a city and culture he doesn't understand. Paris - A blind girl takes a ride with a cab driver from the Ivory Coast and they talk about life and blindness. Rome - A gregarious cabbie picks up an ailing man and virtually talks him to death. Helsinki - an industrial worker gets laid off and he and his compatriots discuss the bleakness and unfairness of love and life and death.",Comedy, Drama,
tt0101640,Raise the Red Lantern,"China in the 1920's. After her father's death, nineteen year old Songlian is forced to marry Chen Zuoqian, the lord of a powerful family. Fifty year old Chen has already three wives, each of them living in separate houses within the great castle. The competition between the wives is tough, as their master's attention carries power, status and privilege. Each night Chen must decide with which wife to spend the night and a red lantern is lit in front of the house of his choice. And each wife schemes and plots to make sure it's hers. However, things get out of hand...",Drama, History, Romance
tt0101458,Until the End of the World,"Set in 1999, a woman (Dommartin) has a car accident with some bank robbers, who enlist her help to take the bank money to a drop in Paris. On the way she runs into another fugitive from the law (Hurt), an American who is being chased by the CIA. The charges are false, he claims. They want to confiscate a device his father invented which allows anyone to record their dreams and vision. On the run from both the bank robbers and the CIA, the couple span the globe, ending up in Australia at his father's (von Sydow) research facility, where they hope to play back the recordings Hurt captured for his blind mother. Set in the futuristic year of 1999, a subplot about a damaged Indian nuclear satellite crashing and causing the end of civilization is a puzzling addition to the film.",Action, Drama, Sci-Fi
tt0116589,Hype!,"The world of grunge. This documentary examines the Seattle scene as it became the focus of a merging of punk rock, heavy metal, and innovation. Building from the grass roots, self-promoted and self-recorded until break-out success of bands like Nirvana brought the record industry to the Pacific Northwest, a phenomenon was born. More than just an examination of the music, this is a look at how this artistic movement became a societal and fashion trend with a major effect on American culture.",Documentary, History, Music
tt0117550,Santa with Muscles,An evil millionaire believes he is Santa Claus after an accident renders him amnesiac.,Comedy,,
tt0116293,Female Perversions,"Dresses, lipsticks, sex - the ""perversions"" (and neuroses) of Eve, a young, very successful lawyer. Her days are a tightrope act between extreme eloquence and frosty toughness on the one side, and scaring vulnerability on the other. The climax of her career shall be the possibly forthcoming appointment as a judge, but this step seems to be interrupted by her kleptomaniac sister Mad who is arrested after one of her raids. Eve travels to Mad's town to stand by her in the jail. Their struggle about Mad's illness evokes suppressed conflicts. Eve stays at her sister's flat where she meets a girl who fights with her budding femininity.",Drama, Thriller,
tt0116601,I'm Not Rappaport,"Old Nat Moyer is a talker, a philosopher, and a troublemaker with a fanciful imagination. His companion is Midge Carter, who is half-blind, but still the super of an apartment house. When he is threatened with retirement, Nat battles on his behalf. Nat also takes on his daughter, a drug dealer, and a mugger in this appealing version of a really 'odd couple'.",Comedy,,
tt0103644,Alien 3,"After escaping from the alien moon, the ship carrying Ellen Ripley crashes onto a remote and inhabited ore refinery. While living in the ore refinery until she is rescued by her employers, Ripley discovers the horrifying reason for her crash: An alien stowaway. As the alien matures and begins to kill off the inhabitants, Ripley is unaware that her true enemy is more than just the killer alien.",Action, Horror, Sci-Fi
tt0103678,Amityville: It's About Time,"When an old clock arrives at home as a gift, strange things begin to happen. The family that proudly assigned a privileged place to the clock in the living room, is unaware that this thing is a link to an old and evil house...",Horror,,
tt0115535,Amityville Dollhouse,"A children's doll house, which is a miniature of the infamous haunted Long Island house, is given to a young girl where the demonic evil soon comes out to cause more terror.",Horror,,
tt0106262,Amityville: A New Generation,An old mirror from the haunted Long Island house finds its way into a photographer's family where the evil soon manifests itself to cause more terror and mayhem.,Horror,,
tt0101492,Body Parts,"When Bill Chrashank loses his arm in a car accident, the arm of an executed death row inmate is grafted on in its place. The only problem, as Bill soon discovers, is that the arm is possessed by a force he cannot control.",Horror, Thriller,
tt0103874,Bram Stoker's Dracula,"This version of Dracula is closely based on Bram Stoker's classic novel of the same name. A young lawyer (Jonathan Harker) is assigned to a gloomy village in the mists of eastern Europe. He is captured and imprisoned by the undead vampire Dracula, who travels to London, inspired by a photograph of Harker's betrothed, Mina Murray. In Britain, Dracula begins a reign of seduction and terror, draining the life from Mina's closest friend, Lucy Westenra. Lucy's friends gather together to try to drive Dracula away.",Fantasy, Horror,
tt0103919,Candyman,"Helen Lyle is a student who decides to write a thesis about local legends and myths. She visits a part of the town, where she learns about the legend of the Candyman, a one-armed man who appears when you say his name five times, in front of a mirror. Of course, Helen doesn't believe all this stuff, but the people of the area are really afraid. When she ignores their warnings and begins her investigation in the places that he is rumored to appear, a series of horrible murders begins. Could the legend be true?",Fantasy, Horror, Thriller
tt0101540,Cape Fear,"Sam Bowden (Nick Nolte)is a small-town corporate attorney/""Leave It to Beaver"" type family-man. Max Cady (Robert De Niro) is a tattooed, cigar-smoking, bible-quoting, rapist. What do they have in common? Fourteen years, ago Sam was a public defender assigned to Max Cady's rape trial, and he made a serious error: he hid a document from his illiterate client that could have gotten him acquitted. Now, the cagey, bibliophile Cady has been released, and he intends to teach Sam Bowden and his family a thing or two about loss.",Crime, Thriller,
tt0115710,Blood and Wine,"A man who has failed as a father and husband commits a heist to make money for his fledging business, but things become complicated when his wife interferes.",Crime, Drama, Thriller
tt0115495,Albino Alligator,Three petty thieves who the police believe to be major criminals are chased into a basement bar where they take five hostages including all the bar employees. The rest of the movie deals with the cops lurking outside the bar while the trio try to get hold of the situation inside.,Crime, Drama, Thriller
tt0117057,The Mirror Has Two Faces,"Rose and Gregory, both Columbia University professors meet when Rose's sister answers Gregory's ""personals"" ad. Several times burned, the handsome-but-boring Gregory believes that sex has ruined his life, and has deliberately set out to find and marry a woman with absolutely no sex appeal. Greg thinks he's found what he's looking for in Rose, a plain, plump English Lit professor who can't compete with her gorgeous mother and sister. More out of mutual admiration and respect than love, Greg and Rose marry. Greg assumes that Rose understands that he is not interested in a sexual relationship. He's mistaken, and their marriage is nearly destroyed when Rose tries to consummate their relationship. While Gregory is out of the country on a lecture tour, Rose diets and exercises to transform herself into a sexy siren in a last-ditch attempt to save her marriage.",Comedy, Drama, Romance
tt0115751,Breaking the Waves,"Drama set in a repressed, deeply religious community in the north of Scotland, where a naive young woman named Bess McNeil meets and falls in love with Danish oil-rig worker Jan. Bess and Jan are deeply in love but, when Jan returns to his rig, Bess prays to God that he returns for good. Jan does return, his neck broken in an accident aboard the rig. Because of his condition, Jan and Bess are now unable to enjoy a sexual relationship and Jan urges Bess to take another lover and tell him the details. As Bess becomes more and more deviant in her sexual behavior, the more she comes to believe that her actions are guided by God and are helping Jan recover.",Drama, Romance,
tt0119791,Nightwatch,"A law student takes a job as the night-watchman in a morgue, thinking that he will have much time to study, with his biggest problem being his paranoia in this scary setting. Meanwhile, a serial killer is on the loose and the student ends up getting mixed up with one of the murders, becoming a suspect.",Drama, Horror, Thriller
tt0117731,Star Trek: First Contact,"In the 24th century, the crew of the Enterprise-E has been ordered to patrol the Romulan Neutral Zone by the Federation to avoid interference with their battle against the insidious Borg. Witnessing the loss of the battle, Captain Jean-Luc Picard ignores orders and takes command of the fleet engaging the Borg. But the Borg plan to travel back into the 21st century through a vortex with the intention to stop Earth's first contact with an alien race (the Vulcans). Following the Borg sphere, Picard and his crew realize that they have taken over the Enterprise in order to carry out their mission. Their only chance to do away with the Borg and their seductive queen is to make sure that Zefram Cochrane makes his famous faster-than-light travel to the stars.",Action, Adventure, Drama
tt0117631,Shine,"As a child piano prodigy, David Helfgott's musical ambitions generate friction with his overbearing father, Peter. When Helfgott travels to London on a musical scholarship, his career as a pianist blossoms. However, the pressures of his newfound fame, coupled with the echoes of his tumultuous childhood, conspire to bring Helfgott's latent schizophrenia boiling to the surface, and he spends years in and out of various mental institutions.",Biography, Drama, Music
tt0117666,Sling Blade,"A partially handicapped man named Karl is released from a mental hospital, about 20 years after murdering his mother and another person. Karl is often questioned if he will ever kill again, and he shrugs in response saying there is no reason to. Now out of the mental institution, Karl settles in his old, small hometown, occupying himself by fixing motors. After meeting a young boy named Frank, who befriends him, Karl is invited to stay at Frank's house with his mother Linda, who views Karl as a strange but kind and generous man. However, Linda's abusive boyfriend, Doyle, sees things differently in the way rules ought to be run- normally insulting Linda's homosexual friend Vaughan as well as Karl's disabilities, and having wild parties with his friends. As Karl's relationship with Frank grows, he is watchful of Doyle's cruel actions.",Drama,,
tt0116705,Jingle All the Way,"Meet Howard Langston, a salesman for a mattress company is constantly busy at his job, and he also constantly disappoints his son, after he misses his son's karate exposition, he tries hard to come up with a way to make it up to him, this is when his son tells Howard that he wants for Christmas is an action figure of his son's television hero, Turbo Man. Unfortunately for Howard, it is Christmas Eve, and every store is sold out of Turbo Man figures, now Howard must travel all over town and compete with everybody else including a mail man named Myron to find a Turbo Man action figure, and to make it to the Wintertainment parade which will feature Turbo Man.",Comedy, Family,
tt0117293,Paradise Lost: The Child Murders at Robin Hood Hills,"Berlinger and Sinofsky's documentary of a gruesome triple murder in West Memphis, Arkansas and the subsequent trials of three suspects, takes a hard look at both the occult and the American justice system in 'small-town' America. Three teenagers are accused of this horrific crime of killing three children, supposedly as a result of involvement in Satanism. As in their previous documentary, things turn out to be more complex than initial appearances and this film presents the real-life courtroom drama to the viewer, as it unfolds.",Documentary, Crime, Drama
tt0117372,The Preacher's Wife,"Good natured Reverend Henry Biggs finds that his marriage to choir mistress Julia is flagging, due to his constant absence caring for the deprived neighborhood they live in. On top of all this, his church is coming under threat from property developer Joe Hamilton. In desperation, Rev. Biggs prays to God for help - and help arrives in the form of an angel named Dudley. However, Dudley's arrival seems to cause even more trouble...",Comedy, Drama, Fantasy
tt0117477,Ridicule,"In the periwigged and opulent France of Louis XVI, an unwitting nobleman soon discovers that survival at court demands both a razor wit and an acid tongue.",Comedy, Drama, Romance
tt0115988,The Crucible,A Salem resident attempts to frame her ex-lover's wife for being a witch in the middle of the 1692 witchcraft trials.,Drama, History,
tt0115433,101 Dalmatians,"Fashion designer Anita and computer-game writer Roger meet, fall in love and marry along with their dalmatians Perdita and Pongo. But the proud dogs' puppies are kidnapped by Anita's boss Cruella De Vil, who is stealing young dalmatians to make the coat she has set her heart on. Enlisting the help of the British animal kingdom, Pongo and Perdita set out to find and rescue all ninety-nine pups from their fearsome captors, Jasper and Horace.",Adventure, Comedy, Crime
tt0110171,I Can't Sleep,"Beautiful Daiga has emigrated from Lithuania to Paris and is looking for a place to stay and work. Theo is a struggling musician, and his brother Camille - a transvestite dancer. One of these three people might be connected to the serial ""Granny Killer"" who has been terrorizing Paris for a while.",Drama, Mystery, Romance
tt0102975,Star Trek VI: The Undiscovered Country,"After an explosion on their moon, the Klingons have an estimated 50 years before their ozone layer is completely depleted, and they all die. They have only one choice - to make peace with the Federation, which will mean an end to 70 years of conflict. Captain James T. Kirk and crew are called upon to help in the negotiations because of their experience with the Klingons. Peace talks don't quite proceed, and Kirk and McCoy are convicted of assassinating the Klingon High Chancellor, and imprisoned on Rura Penthe, a snowy hard-labor prison camp. Will they manage to escape? And will there ever be peace with the Klingons?",Action, Adventure, Sci-Fi
tt0103776,Batman Returns,In the sewers of gotham city to the rooftops of the gotham city the penguin wants to know where he came from well in his villain ways catwoman plans to kill rich man of gotham max shreak but as he battles with millionaire Bruce Wayne both ladies men have their own secrets Bruce Wayne is back as Bat man trying to stop the penguin Max is helping penguin steal gotham city while selina Kyle/catwoman tries to help penguin not knowing her man murder target also her murder is helping him but all four men have their goals taking gotham from crime winning gotham city assassination for two men and more money to be gotham citys number one rich man.,Action,,
tt0100994,Young Guns II,"Billy ""The Kid"" and his gang are wanted by the law, and when ""Doc"" Scurlock and Chavez are captured, Billy has to save them. They escape and set south for Mexico. ""Let's hire a thief to catch one"", John S. Chisum said, so he paid Pat Garrett, one of Billy's former partners, $1000 for the killing of William H. Bonney aka Billy ""The Kid"".",Action, Western,
tt0100114,Marked for Death,"Chicago DEA agent John Hatcher has just returned from Colombia, where his partner was killed in the line of duty by a drug dealer who has since been taken down. As a result of his partner's death, John has decided to retire, but his retirement may not be permanent. On the next day, after reuniting with his sister Melissa and Melissa's daughter Tracy, John gets into a shootout against a Jamaican drug kingpin known as Screwface, taking down some of Screwface's men. John brings himself out of retirement when Screwface retaliates by attempting to kill Melissa and Tracy. After the shooting, John is reunited with two old friends - a local high school football coach named Max, and a Jamaican Chicago cop named Charles. John and Max set out to hunt Screwface down, only to discover that Screwface has gone back to Jamaica. John and Max take Charles with them to Jamaica for an all out war against Screwface and his drug empire.",Action, Adventure, Crime
tt0117773,The Substance of Fire,"Isaac Geldhart is a Holocaust survivor who, overcome by grief at the recent death of his wife, seems determined to run his publishing firm into the ground by printing books that have no hope of financial success. His son Aaron, who also works at the company, grows frustrated with Isaac's emotional decline and attempts to take over the firm. The resulting crisis involves Isaac's other two children, his daughter Sarah and his dying son Martin.",Drama,,
tt0105690,Under Siege,"The battleship Missouri is about to be decomissioned. Casey Ryback is Captain Adam's personal cook. And Ryback is always butting heads with the ship's XO Commander Krill but the Captain always intercedes. One day, after the President visits the Missouri, which is also the Captain's birthday, the Captain learns that a helicopter has been cleared to land on the ship by Commander Krill, which he was not informed of. When questioned Krill tells the Captain that it's a surprise for his birthday, the Captain then allows it. Later after another one of their scuffles, Krill has Ryback locked in the freezer. During the party, the rock band reveals themselves to be mercenaries, led by William Stranix, a CIA operative, who is in league with Krill to unload all of the ship's nuclear warheads. They lock up all of the crew and make preparations to remove the warheads. And Krill remembers Ryback, Stranix sends two of his men to take care of Ryback, only thing is that Ryback took care of them. Upon discovering their bodies, Stranix deduces that Ryback is more than a cook. He then sends Krill to check on him, and Krill discovers that Ryback's a NAVY SEAL, who got busted down to a cook after an incident in Panama. And Ryback continues to create trouble for them, so Stranix tries to hunt him down. Along the way, Ryback meets Jordan, a former playmate, who was supposed to entertain at the party but was also forgotten.",Action, Thriller,
tt0117119,My Fellow Americans,"Two former U. S. Presidents, hated rivals, join forces to expose the current, corrupt President at the risk of their lives.",Adventure, Comedy,
tt0116996,Mars Attacks!,"It is a normal day for everyone, until the President of the United States announces Martians have been spotted circling Earth. The Martians land and a meeting is arranged, but not everything goes to plan, and the Martians seem to have other plans for Earth. Are they just misunderstood beings or do they really want to destroy all of humanity?",Comedy, Sci-Fi,
tt0115906,Citizen Ruth,"Ruth Stoops is a poor indigent drug-user (a huffer - inhaling glue and paint for a high) whose down and out existence is complicated once more by becoming pregnant (she has had and lost four children already). When a judge orders that she gets an abortion or face a felony charge, she is befriended by Gail Stoney, a pro-lifer whose husband is president of the local ""Babysavers"" group. Suddenly Ruth is thrust into the middle of the pro-choice/pro-life struggle, with each side wanting her to take their side as a ""message"" to others - and the situation escalates...",Comedy, Drama,
tt0116695,Jerry Maguire,"When a sports agent has a moral epiphany and is fired for expressing it, he decides to put his new philosophy to the test as an independent with the only athlete who stays with him.",Comedy, Drama, Romance
tt0105435,Sneakers,"Martin Bishop is the head of a group of experts who specialise in testing security systems. When he is blackmailed by Government agents into stealing a top secret black box, the team find themselves embroiled in a game of danger and intrigue. After they recover the box, they discover that it has the capability to decode all existing encryption systems around the world, and that the agents who hired them didn't work for the Government after all...",Comedy, Crime, Drama
tt0115633,Bastard Out of Carolina,A mother and daughter find their lives adversely affected when a new man enters the picture. Will their family ever be what they expect?,Drama,,
tt0116621,In Love and War,"Reporter Ernest Hemingway is an ambulance driver in Italy during World War I. While bravely risking his life in the line of duty, he is injured and ends up in the hospital, where he falls in love with his nurse, Agnes von Kurowsky.",Biography, Drama, Romance
tt0116999,Marvin's Room,"Estranged since their father's first stroke some 17 years earlier, Lee and Bessie lead separate lives in separate states. Lee's son, Hank, finds himself committed to a mental institution after setting fire to his mother's house. His younger brother, Charlie, seems unfazed by his brother's eccentricities or his mother's seeming disinterest. When Lee comes to the asylum to spring Hank for a week in Florida so that he can be tested as a possible bone marrow donor for Bessie, Hank is incredulous. ""I didn't even know you had a sister,"" he says. ""Remember, every Christmas, when I used to say 'Well, looks like Aunt Bessie didn't send us a card again this year?'"" ""Oh yeah,"" Hank says. Meanwhile, Marvin, the two women's bedridden father, has ""been dying for the past twenty years."" ""He's doing it real slow so I don't miss anything,"" Bessie tells Dr. Wally. In Bessie's regular doctor's absence, it has fallen to Dr. Wally to inform Bessie that she has leukemia and will die without a bone marrow transplant. This precipitates the two sisters uneasy reunion. In Marvin's room, Bessie cares for her father's every need. In Lee's eyes, the sacrifice Bessie has made is too great and realizing the old man's welfare will fall to her if Bessie dies, Lee's first instinct is to look for a nursing home. ""In a few month's, I'll have my cosmotology degree,"" she says. ""My life is just coming together; I'm not going to give it all up, now!"" As first Lee is tested and then the boys for the compatibility of their marrow with Bessie's, the women take stock of their lives and rediscover the meaning of ""family.""",Drama,,
tt0116410,Ghosts of Mississippi,"Ghosts of Mississippi is a real-life drama covering the final trial of Byron De La Beckwith, the assassin of heroic civil rights leader Medgar Evers. The movie begins with the murder on June 12, 1963 and the events surrounding the two initial trials which both ended in hung juries. The movie then covers district attorney Bobby De Laughter's transformation and alliance with Myrlie Evers, Medgar Evers' widow, as he becomes more involved with bringing Beckwith to trial for the third time 30 years later. Byron De La Beckwith was convicted on February 5, 1994, after having remained a free man for much of the 30 years after the murder, giving justice for Medgar Evers' family.",Drama, History,
